49007,148.390636000,0000160000000000
49037,148.478638000,0000000000000000
49163,148.862662000,0000180000000000
49201,148.966640000,0000000000000000
49359,149.446661000,0000160000000000
49397,149.558649000,0000000000000000
49669,150.390644000,0000370000000000
49699,150.478645000,0000000000000000
49891,151.062654000,00001d0000000000
49931,151.182651000,0000000000000000
50179,151.934648000,00002b0000000000
50211,152.030655000,0000000000000000
50747,153.670661000,00002c0000000000
50777,153.758890000,0000000000000000
50907,154.150657000,00002d0000000000
50941,154.246662000,0000000000000000
51095,154.718662000,0000070000000000
51131,154.822666000,0000000000000000
51281,155.278667000,00002c0000000000
51303,155.342668000,0000000000000000
51747,156.702671000,0000120000000000
51779,156.790671000,0000000000000000
51907,157.174674000,0000180000000000
51935,157.262677000,0000000000000000
52093,157.742671000,0000170000000000
52125,157.830674000,0000000000000000
52253,158.222674000,0000280000000000
52275,158.278691000,0000000000000000
53285,161.382694000,0000100000000000
53313,161.462689000,0000000000000000
53483,161.982697000,0000190000000000
53523,162.094710000,0000000000000000
53647,162.470697000,00002c0000000000
53675,162.550696000,0000000000000000
53807,162.950700000,0000120000000000
53847,163.070698000,0000000000000000
53995,163.518702000,0000180000000000
54033,163.630713000,0000000000000000
54345,164.582706000,0000170000000000
54381,164.686701000,0000000000000000
54453,164.902701000,0000310000000000
54481,164.982701000,0000000000000000
54671,165.558729000,2000000000000000
54777,165.878713000,2000250000000000
54817,165.998713000,2000000000000000
54849,166.086717000,0000000000000000
55055,166.718715000,00002c0000000000
55087,166.806714000,0000000000000000
55241,167.278726000,0000370000000000
55269,167.358717000,0000000000000000
55399,167.750717000,0000280000000000
55423,167.814713000,0000000000000000
55985,169.542731000,0000370000000000
56031,169.678729000,0000000000000000
56105,169.894730000,0000380000000000
56139,169.998724000,0000000000000000
56213,170.214729000,0000100000000000
56257,170.350728000,0000000000000000
56343,170.606737000,0000120000000000
56379,170.710732000,0000000000000000
56491,171.046741000,0000070000000000
56539,171.190728000,0000000000000000
56615,171.414727000,0000180000000000
56649,171.518734000,0000000000000000
56727,171.750731000,00002b0000000000
56767,171.870733000,0000000000000000
57477,174.046752000,0000280000000000
57499,174.110751000,0000000000000000
58477,177.110755000,0000150000000000
58513,177.214753000,0000000000000000
58639,177.598827000,0000100000000000
58675,177.702760000,0000000000000000
58815,178.126756000,00002c0000000000
58837,178.190785000,0000000000000000
58915,178.422753000,2000000000000000
59055,178.846762000,2000250000000000
59099,178.974761000,2000000000000000
59115,179.022760000,0000000000000000
59481,180.134768000,0000280000000000
59499,180.190776000,0000000000000000
59927,181.494782000,0000080000000000
59969,181.622780000,0000000000000000
60067,181.918785000,00001b0000000000
60115,182.054773000,0000000000000000
60227,182.398784000,00000c0000000000
60265,182.510777000,0000000000000000
60385,182.870784000,0000170000000000
60415,182.958773000,0000000000000000
60755,183.998797000,0000280000000000
60781,184.070784000,0000000000000000
