TOP.6985bd4f.00009ed2	START
TOP.6985bd4f.00009ed2	user_options->progress_only	0
TOP.6985bd4f.00009ed2	user_options->quiet	0
TOP.6985bd4f.00009ed2	user_options->remove	0
TOP.6985bd4f.00009ed2	user_options->remove_timer	60
TOP.6985bd4f.00009ed2	user_options->restore	0
TOP.6985bd4f.00009ed2	user_options->restore_enable	1
TOP.6985bd4f.00009ed2	user_options->restore_timer	1
TOP.6985bd4f.00009ed2	user_options->rp_files_cnt	0
TOP.6985bd4f.00009ed2	user_options->rp_gen	0
TOP.6985bd4f.00009ed2	user_options->rp_gen_func_max	4
TOP.6985bd4f.00009ed2	user_options->rp_gen_func_min	1
TOP.6985bd4f.00009ed2	user_options->rp_gen_seed	0
TOP.6985bd4f.00009ed2	user_options->runtime	0
TOP.6985bd4f.00009ed2	user_options->scrypt_tmto	0
TOP.6985bd4f.00009ed2	user_options->segment_size	33554432
TOP.6985bd4f.00009ed2	user_options->self_test	1
TOP.6985bd4f.00009ed2	user_options->slow_candidates	0
TOP.6985bd4f.00009ed2	user_options->show	0
TOP.6985bd4f.00009ed2	user_options->speed_only	0
TOP.6985bd4f.00009ed2	user_options->spin_damp	0
TOP.6985bd4f.00009ed2	user_options->status	1
TOP.6985bd4f.00009ed2	user_options->status_json	0
TOP.6985bd4f.00009ed2	user_options->status_timer	20
TOP.6985bd4f.00009ed2	user_options->stdout_flag	0
TOP.6985bd4f.00009ed2	user_options->usage	0
TOP.6985bd4f.00009ed2	user_options->username	0
TOP.6985bd4f.00009ed2	user_options->veracrypt_pim_start	485
TOP.6985bd4f.00009ed2	user_options->veracrypt_pim_stop	485
TOP.6985bd4f.00009ed2	user_options->version	0
TOP.6985bd4f.00009ed2	user_options->workload_profile	2
TOP.6985bd4f.00009ed2	user_options->brain_client	0
TOP.6985bd4f.00009ed2	user_options->brain_client_features	2
TOP.6985bd4f.00009ed2	user_options->brain_server	0
TOP.6985bd4f.00009ed2	user_options->brain_server_timer	300
TOP.6985bd4f.00009ed2	user_options->brain_port	6863
TOP.6985bd4f.00009ed2	user_options->brain_session	0
TOP.6985bd4f.00009ed2	hashes->hashfile	rar_hashcat.txt
TOP.6985bd4f.00009ed2	hashes->hashlist_mode	5
TOP.6985bd4f.00009ed2	hashes->hashlist_format	0
TOP.6985bd4f.00009ed2	hashes->hashes_cnt	0
TOP.6985bd4f.00009ed2	hashes->digests_cnt	1
TOP.6985bd4f.00009ed2	hashes->digests_done_pot	0
TOP.6985bd4f.00009ed2	hashes->digests_done_zero	0
TOP.6985bd4f.00009ed2	hashes->digests_done	0
TOP.6985bd4f.00009ed2	hashes->salts_cnt	1
TOP.6985bd4f.00009ed2	hashes->salts_done	0
TOP.6985bd4f.00009ed2	SUB.6985bd7b.0000b21d	START
TOP.6985bd4f.00009ed2	SUB.6985bd7b.0000b21d	straight_ctx->dict	/usr/share/wordlists/rockyou.txt
TOP.6985bda3.00089e44	START
TOP.6985bda3.00089e44	folder_config->cwd	/home/mustafa/CYSTECH/misc/chall3
TOP.6985bda3.00089e44	folder_config->install_dir	/usr/bin
TOP.6985bda3.00089e44	folder_config->profile_dir	/home/mustafa/CYSTECH/misc/chall3/hashcat
TOP.6985bda3.00089e44	folder_config->session_dir	/home/mustafa/CYSTECH/misc/chall3/hashcat/sessions
TOP.6985bda3.00089e44	folder_config->shared_dir	/usr/share/hashcat
TOP.6985bda3.00089e44	user_options->encoding_from	utf-8
TOP.6985bda3.00089e44	user_options->encoding_to	utf-8
TOP.6985bda3.00089e44	user_options->outfile	cracked.txt
TOP.6985bda3.00089e44	user_options->potfile_path	.hashcat.pot
TOP.6985bda3.00089e44	user_options->rule_buf_l	:
TOP.6985bda3.00089e44	user_options->rule_buf_r	:
TOP.6985bda3.00089e44	user_options->session	hashcat
TOP.6985bda3.00089e44	user_options->separator	:
TOP.6985bda3.00089e44	user_options->limit	0
TOP.6985bda3.00089e44	user_options->skip	0
TOP.6985bda3.00089e44	user_options->attack_mode	0
TOP.6985bda3.00089e44	user_options->backend_devices_virtmulti	1
TOP.6985bda3.00089e44	user_options->backend_devices_virthost	1
TOP.6985bda3.00089e44	user_options->backend_devices_keepfree	0
TOP.6985bda3.00089e44	user_options->benchmark	0
TOP.6985bda3.00089e44	user_options->benchmark_all	0
TOP.6985bda3.00089e44	user_options->benchmark_max	99999
TOP.6985bda3.00089e44	user_options->benchmark_min	0
TOP.6985bda3.00089e44	user_options->bitmap_max	18
TOP.6985bda3.00089e44	user_options->bitmap_min	16
TOP.6985bda3.00089e44	user_options->debug_mode	0
TOP.6985bda3.00089e44	user_options->dynamic_x	0
TOP.6985bda3.00089e44	user_options->hash_info	0
TOP.6985bda3.00089e44	user_options->force	0
TOP.6985bda3.00089e44	user_options->hwmon	1
TOP.6985bda3.00089e44	user_options->hwmon_temp_abort	90
TOP.6985bda3.00089e44	user_options->hash_mode	13000
TOP.6985bda3.00089e44	user_options->hex_charset	0
TOP.6985bda3.00089e44	user_options->hex_salt	0
TOP.6985bda3.00089e44	user_options->hex_wordlist	0
TOP.6985bda3.00089e44	user_options->hook_threads	8
TOP.6985bda3.00089e44	user_options->identify	0
TOP.6985bda3.00089e44	user_options->increment	0
TOP.6985bda3.00089e44	user_options->increment_max	256
TOP.6985bda3.00089e44	user_options->increment_min	1
TOP.6985bda3.00089e44	user_options->keep_guessing	0
TOP.6985bda3.00089e44	user_options->kernel_accel	0
TOP.6985bda3.00089e44	user_options->kernel_loops	0
TOP.6985bda3.00089e44	user_options->kernel_threads	0
TOP.6985bda3.00089e44	user_options->keyspace	0
TOP.6985bda3.00089e44	user_options->total_candidates	0
TOP.6985bda3.00089e44	user_options->left	0
TOP.6985bda3.00089e44	user_options->logfile	1
TOP.6985bda3.00089e44	user_options->loopback	0
TOP.6985bda3.00089e44	user_options->machine_readable	0
TOP.6985bda3.00089e44	user_options->markov_classic	0
TOP.6985bda3.00089e44	user_options->markov	1
TOP.6985bda3.00089e44	user_options->markov_inverse	0
TOP.6985bda3.00089e44	user_options->markov_threshold	256
TOP.6985bda3.00089e44	user_options->metal_compiler_runtime	120
TOP.6985bda3.00089e44	user_options->multiply_accel	1
TOP.6985bda3.00089e44	user_options->backend_info	0
TOP.6985bda3.00089e44	user_options->backend_vector_width	0
TOP.6985bda3.00089e44	user_options->optimized_kernel	0
TOP.6985bda3.00089e44	user_options->outfile_autohex	1
TOP.6985bda3.00089e44	user_options->outfile_check_timer	5
TOP.6985bda3.00089e44	user_options->outfile_format	3
TOP.6985bda3.00089e44	user_options->outfile_json	0
TOP.6985bda3.00089e44	user_options->wordlist_autohex	1
TOP.6985bda3.00089e44	user_options->potfile	1
TOP.6985bda3.00089e44	user_options->progress_only	0
TOP.6985bda3.00089e44	user_options->quiet	0
TOP.6985bda3.00089e44	user_options->remove	0
TOP.6985bda3.00089e44	user_options->remove_timer	60
TOP.6985bda3.00089e44	user_options->restore	0
TOP.6985bda3.00089e44	user_options->restore_enable	1
TOP.6985bda3.00089e44	user_options->restore_timer	1
TOP.6985bda3.00089e44	user_options->rp_files_cnt	0
TOP.6985bda3.00089e44	user_options->rp_gen	0
TOP.6985bda3.00089e44	user_options->rp_gen_func_max	4
TOP.6985bda3.00089e44	user_options->rp_gen_func_min	1
TOP.6985bda3.00089e44	user_options->rp_gen_seed	0
TOP.6985bda3.00089e44	user_options->runtime	0
TOP.6985bda3.00089e44	user_options->scrypt_tmto	0
TOP.6985bda3.00089e44	user_options->segment_size	33554432
TOP.6985bda3.00089e44	user_options->self_test	1
TOP.6985bda3.00089e44	user_options->slow_candidates	0
TOP.6985bda3.00089e44	user_options->show	0
TOP.6985bda3.00089e44	user_options->speed_only	0
TOP.6985bda3.00089e44	user_options->spin_damp	0
TOP.6985bda3.00089e44	user_options->status	1
TOP.6985bda3.00089e44	user_options->status_json	0
TOP.6985bda3.00089e44	user_options->status_timer	20
TOP.6985bda3.00089e44	user_options->stdout_flag	0
TOP.6985bda3.00089e44	user_options->usage	0
TOP.6985bda3.00089e44	user_options->username	0
TOP.6985bda3.00089e44	user_options->veracrypt_pim_start	485
TOP.6985bda3.00089e44	user_options->veracrypt_pim_stop	485
TOP.6985bda3.00089e44	user_options->version	0
TOP.6985bda3.00089e44	user_options->workload_profile	2
TOP.6985bda3.00089e44	user_options->brain_client	0
TOP.6985bda3.00089e44	user_options->brain_client_features	2
TOP.6985bda3.00089e44	user_options->brain_server	0
TOP.6985bda3.00089e44	user_options->brain_server_timer	300
TOP.6985bda3.00089e44	user_options->brain_port	6863
TOP.6985bda3.00089e44	user_options->brain_session	0
TOP.6985bda3.00089e44	hashes->hashfile	rar_hashcat.txt
TOP.6985bda3.00089e44	hashes->hashlist_mode	5
TOP.6985bda3.00089e44	hashes->hashlist_format	0
TOP.6985bda3.00089e44	hashes->hashes_cnt	0
TOP.6985bda3.00089e44	hashes->digests_cnt	1
TOP.6985bda3.00089e44	hashes->digests_done_pot	0
TOP.6985bda3.00089e44	hashes->digests_done_zero	0
TOP.6985bda3.00089e44	hashes->digests_done	0
TOP.6985bda3.00089e44	hashes->salts_cnt	1
TOP.6985bda3.00089e44	hashes->salts_done	0
TOP.6985bda3.00089e44	SUB.6985bda5.000be519	START
TOP.6985bda3.00089e44	SUB.6985bda5.000be519	straight_ctx->dict	/usr/share/wordlists/rockyou.txt
TOP.6985be4c.0001ef8e	START
TOP.6985be4c.0001ef8e	folder_config->cwd	/home/mustafa/CYSTECH/misc/chall3
TOP.6985be4c.0001ef8e	folder_config->install_dir	/usr/bin
TOP.6985be4c.0001ef8e	folder_config->profile_dir	/home/mustafa/CYSTECH/misc/chall3/hashcat
TOP.6985be4c.0001ef8e	folder_config->session_dir	/home/mustafa/CYSTECH/misc/chall3/hashcat/sessions
TOP.6985be4c.0001ef8e	folder_config->shared_dir	/usr/share/hashcat
TOP.6985be4c.0001ef8e	user_options->encoding_from	utf-8
TOP.6985be4c.0001ef8e	user_options->encoding_to	utf-8
TOP.6985be4c.0001ef8e	user_options->outfile	cracked.txt
TOP.6985be4c.0001ef8e	user_options->potfile_path	.hashcat.pot
TOP.6985be4c.0001ef8e	user_options->rule_buf_l	:
TOP.6985be4c.0001ef8e	user_options->rule_buf_r	:
TOP.6985be4c.0001ef8e	user_options->session	hashcat
TOP.6985be4c.0001ef8e	user_options->separator	:
TOP.6985be4c.0001ef8e	user_options->limit	0
TOP.6985be4c.0001ef8e	user_options->skip	0
TOP.6985be4c.0001ef8e	user_options->attack_mode	0
TOP.6985be4c.0001ef8e	user_options->backend_devices_virtmulti	1
TOP.6985be4c.0001ef8e	user_options->backend_devices_virthost	1
TOP.6985be4c.0001ef8e	user_options->backend_devices_keepfree	0
TOP.6985be4c.0001ef8e	user_options->benchmark	0
TOP.6985be4c.0001ef8e	user_options->benchmark_all	0
TOP.6985be4c.0001ef8e	user_options->benchmark_max	99999
TOP.6985be4c.0001ef8e	user_options->benchmark_min	0
TOP.6985be4c.0001ef8e	user_options->bitmap_max	18
TOP.6985be4c.0001ef8e	user_options->bitmap_min	16
TOP.6985be4c.0001ef8e	user_options->debug_mode	0
TOP.6985be4c.0001ef8e	user_options->dynamic_x	0
TOP.6985be4c.0001ef8e	user_options->hash_info	0
TOP.6985be4c.0001ef8e	user_options->force	0
TOP.6985be4c.0001ef8e	user_options->hwmon	1
TOP.6985be4c.0001ef8e	user_options->hwmon_temp_abort	90
TOP.6985be4c.0001ef8e	user_options->hash_mode	13000
TOP.6985be4c.0001ef8e	user_options->hex_charset	0
TOP.6985be4c.0001ef8e	user_options->hex_salt	0
TOP.6985be4c.0001ef8e	user_options->hex_wordlist	0
TOP.6985be4c.0001ef8e	user_options->hook_threads	8
TOP.6985be4c.0001ef8e	user_options->identify	0
TOP.6985be4c.0001ef8e	user_options->increment	0
TOP.6985be4c.0001ef8e	user_options->increment_max	256
TOP.6985be4c.0001ef8e	user_options->increment_min	1
TOP.6985be4c.0001ef8e	user_options->keep_guessing	0
TOP.6985be4c.0001ef8e	user_options->kernel_accel	0
TOP.6985be4c.0001ef8e	user_options->kernel_loops	0
TOP.6985be4c.0001ef8e	user_options->kernel_threads	0
TOP.6985be4c.0001ef8e	user_options->keyspace	0
TOP.6985be4c.0001ef8e	user_options->total_candidates	0
TOP.6985be4c.0001ef8e	user_options->left	0
TOP.6985be4c.0001ef8e	user_options->logfile	1
TOP.6985be4c.0001ef8e	user_options->loopback	0
TOP.6985be4c.0001ef8e	user_options->machine_readable	0
TOP.6985be4c.0001ef8e	user_options->markov_classic	0
TOP.6985be4c.0001ef8e	user_options->markov	1
TOP.6985be4c.0001ef8e	user_options->markov_inverse	0
TOP.6985be4c.0001ef8e	user_options->markov_threshold	256
TOP.6985be4c.0001ef8e	user_options->metal_compiler_runtime	120
TOP.6985be4c.0001ef8e	user_options->multiply_accel	1
TOP.6985be4c.0001ef8e	user_options->backend_info	0
TOP.6985be4c.0001ef8e	user_options->backend_vector_width	0
TOP.6985be4c.0001ef8e	user_options->optimized_kernel	0
TOP.6985be4c.0001ef8e	user_options->outfile_autohex	1
TOP.6985be4c.0001ef8e	user_options->outfile_check_timer	5
TOP.6985be4c.0001ef8e	user_options->outfile_format	3
TOP.6985be4c.0001ef8e	user_options->outfile_json	0
TOP.6985be4c.0001ef8e	user_options->wordlist_autohex	1
TOP.6985be4c.0001ef8e	user_options->potfile	1
TOP.6985be4c.0001ef8e	user_options->progress_only	0
TOP.6985be4c.0001ef8e	user_options->quiet	1
TOP.6985be4c.0001ef8e	user_options->remove	0
TOP.6985be4c.0001ef8e	user_options->remove_timer	60
TOP.6985be4c.0001ef8e	user_options->restore	0
TOP.6985be4c.0001ef8e	user_options->restore_enable	1
TOP.6985be4c.0001ef8e	user_options->restore_timer	1
TOP.6985be4c.0001ef8e	user_options->rp_files_cnt	0
TOP.6985be4c.0001ef8e	user_options->rp_gen	0
TOP.6985be4c.0001ef8e	user_options->rp_gen_func_max	4
TOP.6985be4c.0001ef8e	user_options->rp_gen_func_min	1
TOP.6985be4c.0001ef8e	user_options->rp_gen_seed	0
TOP.6985be4c.0001ef8e	user_options->runtime	0
TOP.6985be4c.0001ef8e	user_options->scrypt_tmto	0
TOP.6985be4c.0001ef8e	user_options->segment_size	33554432
TOP.6985be4c.0001ef8e	user_options->self_test	1
TOP.6985be4c.0001ef8e	user_options->slow_candidates	0
TOP.6985be4c.0001ef8e	user_options->show	0
TOP.6985be4c.0001ef8e	user_options->speed_only	0
TOP.6985be4c.0001ef8e	user_options->spin_damp	0
TOP.6985be4c.0001ef8e	user_options->status	0
TOP.6985be4c.0001ef8e	user_options->status_json	0
TOP.6985be4c.0001ef8e	user_options->status_timer	10
TOP.6985be4c.0001ef8e	user_options->stdout_flag	0
TOP.6985be4c.0001ef8e	user_options->usage	0
TOP.6985be4c.0001ef8e	user_options->username	0
TOP.6985be4c.0001ef8e	user_options->veracrypt_pim_start	485
TOP.6985be4c.0001ef8e	user_options->veracrypt_pim_stop	485
TOP.6985be4c.0001ef8e	user_options->version	0
TOP.6985be4c.0001ef8e	user_options->workload_profile	2
TOP.6985be4c.0001ef8e	user_options->brain_client	0
TOP.6985be4c.0001ef8e	user_options->brain_client_features	2
TOP.6985be4c.0001ef8e	user_options->brain_server	0
TOP.6985be4c.0001ef8e	user_options->brain_server_timer	300
TOP.6985be4c.0001ef8e	user_options->brain_port	6863
TOP.6985be4c.0001ef8e	user_options->brain_session	0
TOP.6985be4c.0001ef8e	hashes->hashfile	rar_hashcat.txt
TOP.6985be4c.0001ef8e	hashes->hashlist_mode	5
TOP.6985be4c.0001ef8e	hashes->hashlist_format	0
TOP.6985be4c.0001ef8e	hashes->hashes_cnt	0
TOP.6985be4c.0001ef8e	hashes->digests_cnt	1
TOP.6985be4c.0001ef8e	hashes->digests_done_pot	0
TOP.6985be4c.0001ef8e	hashes->digests_done_zero	0
TOP.6985be4c.0001ef8e	hashes->digests_done	0
TOP.6985be4c.0001ef8e	hashes->salts_cnt	1
TOP.6985be4c.0001ef8e	hashes->salts_done	0
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	START
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	straight_ctx->dict	targeted_big.txt
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	runtime_start	1770372686
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	runtime_stop	1770372746
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	hashes->digests_done_new	0
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	status-after-work	5
TOP.6985be4c.0001ef8e	SUB.6985be4e.0008d913	STOP
TOP.6985be4c.0001ef8e	proc_start	1770372684
TOP.6985be4c.0001ef8e	proc_stop	1770372748
TOP.6985be4c.0001ef8e	STOP
